Filename,Size,Unit
Cd 3/11  Dna Feat. Suzanne Vega - Tom's Diner   3;46  .mp3,5.25,M
Cd 3/12  David Usher - Black Black Heart   3;20  .mp3,5.25,M
Cd 3/13  Enie - Daba Daba Dab (Un Homme Et Une Femme)   3;21  .mp3,4.67,M
Cd 3/14  Gerardina Trovato - I Sogni   3;38  .mp3,5.03,M
Cd 3/15  Simply Red - Something Got Me Started   3;57  .mp3,5.5,M
Cd 3/16  Kosheen - Hide U   4;07  .mp3,5.79,M
Cd 3/17  Curiosity - Hang On In There Baby   3;04  .mp3,4.33,M
Cd 3/18  Waterboys - It Should Have Been You   4;29 .mp3,6.2,M
Cd 3/2  Maria Mena - Just Hold Me   4;21  .mp3,6.04,M
Cd 3/3  John Legend - Save Room   3;38  .mp3,5.14,M
Cd 3/4  Paulina Rubio - Don't Say Goodbye   3;37  .mp3,5.05,M
Cd 3/5  Shirley Bassey - Get The Party Started   3;56  .mp3,5.52,M
Cd 3/6  Kubb - Grow   5;09  .mp3,7.25,M
Cd 3/7  E-Type - Do You Always (Have To Be Alone)   4;15  .mp3,5.67,M
Cd 3/8  Weeping Willows - Touch Me   3;23  .mp3,4.82,M
Cd 3/9  Magic Wands - Teenage Love   3;06  .mp3,3.55,M
Cd 4/1  Moby - I Love To Move In Here   4;40  .mp3,4.83,M
Cd 4/10  Jon Secada - Just Another Day   5;14  .mp3,5.94,M
Cd 4/11  Sound Of Seduction - Until I'm Satisfied   4;41  .mp3,6.51,M
Cd 4/12  Dave Stewart & The Spiritual Cowboys - Jack Talking   4;12  .mp3,5.94,M
Cd 4/13  Soulsister - The Way To Your Heart   3;38  .mp3,5.22,M
Cd 4/14  Liza Minnelli - Losing My Mind   4;10  .mp3,5.82,M
Cd 4/15  Shola Ama - You Might Need Somebody   3;46  .mp3,5.24,M
Cd 4/16  Vanessa Williams - Betcha Never   3;48  .mp3,5.49,M
Cd 4/17  Banderas - This Is Your Life   4;28 .mp3,6.27,M
Cd 4/2  Illumination - Cry Me A River   7;07  .mp3,9.55,M
Cd 4/3  Howie Beck - Sometimes   3;57  .mp3,5.32,M
"Cd 4/4  Ian Mcculloch - Lover, Lover, Lover   3;47  .mp3",7.18,M
Cd 4/5  Beady Belle - Ghosts   5;06  .mp3,5.7,M
Cd 4/6  Sarah Brightman - Eden   3;56  .mp3,7.08,M
Cd 4/7  Darren Hayes - Insatiable   5;02  .mp3,5.1,M
Cd 4/8  Waterboys - The Whole Of The Moon   4;58  .mp3,6.89,M
Cd 4/9  Dan Hartman - The Love In Your Eyes   4;52  .mp3,6.84,M
