Filename,Size,Unit
100 Danske Hits-2.jpg,35.38,K
100 Danske Hits-cd-2/11. S.O.A.P. - S.O.A.P. Is In The Air (3;21).mp3,4.56,M
100 Danske Hits-cd-2/12. Humleridderne - Malerhjerne (4;01).mp3,4.6,M
100 Danske Hits-cd-2/13. Peter Belli - Ribbet Og FlÃ¥et (3;50).mp3,5.96,M
100 Danske Hits-cd-2/14. Shirtsville - Inconvenience (4;18).mp3,6.41,M
100 Danske Hits-cd-2/15. Linda Andrews - Into The Light (3;26).mp3,5.17,M
100 Danske Hits-cd-2/16. Anne Linnet Band - Cha Cha Cha (5;52).mp3,8.09,M
100 Danske Hits-cd-2/17. C.V. JÃ¸rgensen - Det Si'r Sig Selv (5;19).mp3,7.24,M
100 Danske Hits-cd-3/01. Rasmus NÃ¸hr - AldersprÃ¦sident (3;24).mp3,4.54,M
100 Danske Hits-cd-3/02. Outlandish - Look Into My Eyes (4;04).mp3,5.6,M
100 Danske Hits-cd-3/03. Elisabeth - En SÃ¸mand Som Dig (3;19).mp3,4.64,M
100 Danske Hits-cd-3/04. Malurt - Super Love (Live) (3;08).mp3,4.74,M
100 Danske Hits-cd-3/05. News - Sig Mig Hvem Du Elsker (4;21).mp3,6.5,M
100 Danske Hits-cd-3/06. Marie Frank - Sympton Of My Time (3;21).mp3,4.58,M
100 Danske Hits-cd-3/07. Alberte - Du Elsker Bedre (3;57).mp3,5.99,M
100 Danske Hits-cd-3/08. Brinck - In The End I Started (3;25).mp3,4.56,M
100 Danske Hits-cd-3/09. Louise - Jeg Snakker Med Mig Selv (2;08).mp3,2.78,M
100 Danske Hits-cd-3/10. Maria Montell - Imens Hun Sang (Di Da Di) (4;20).mp3,5.46,M
100 Danske Hits-cd-3/11. Kaya - Shower The People (4;02).mp3,5.03,M
100 Danske Hits-cd-3/12. Julie - Lige Nu (3;37).mp3,4.98,M
100 Danske Hits-cd-3/13. Momahed Ali - Rocket (3;51).mp3,5.75,M
100 Danske Hits-cd-3/14. Moonjam - Bag De BlÃ¥ Bjerge (3;35).mp3,5.31,M
100 Danske Hits-cd-3/15. Rugsted Og Kreutzfeldt - Jeg Ved det Godt (4;13).mp3,5.8,M
100 Danske Hits-cd-3/16. SÃ¸s Fenger - Gi' Mig En Elskovsnat (3;58).mp3,6.31,M
100 Danske Hits-cd-4/01. Thomas Helmig - Gotta Get Away From You (4;39).mp3,6.92,M
100 Danske Hits-cd-4/02. Ray Dee Ohh - Mandags StÃ¦vnemÃ¸de (4;06).mp3,6.1,M
100 Danske Hits-cd-4/03. Love Shop - Fuck Min HÃ¸jdeskrÃ¦k (3;52).mp3,5.43,M
100 Danske Hits-cd-4/04. Elisabeth - Hun Danser En Morgen (3;47).mp3,4.83,M
100 Danske Hits-cd-4/05. Gnags - Mr. Swing King (4;48).mp3,6.34,M
100 Danske Hits-cd-4/06. Nanna - ABC (3;35).mp3,5.17,M
"100 Danske Hits-cd-4/07. Poul Krebs - Morrison, Dylan Og Elvis (3;33).mp3",5.33,M
100 Danske Hits-cd-4/08. Peter Belli - KÃ¸benhavn (Fra En DC9) (4;02).mp3,6.5,M
100 Danske Hits-cd-4/09. Big Fat Snake - Rocksong (3;52).mp3,4.81,M
100 Danske Hits-cd-4/10. Winding { Blachman - That's No Shame (3;18).mp3,4.87,M
100 Danske Hits-cd-4/11. Natasja - Op Med Ho'det (2;41).mp3,3.75,M
100 Danske Hits-cd-4/12. Nice Little Penguins - Flying (2;30).mp3,3.57,M
100 Danske Hits-cd-4/13. Kira & The Kindred Spirits - Save Me (4;25).mp3,5.62,M
100 Danske Hits-cd-4/14. Outlandish - Guantanamo (3;39).mp3,4.81,M
100 Danske Hits-cd-4/15. Kasper Winding - SjÃ¦l I Flammer (3;08).mp3,4.44,M
100 Danske Hits-cd-4/16. Moonjam - Sarai (3;42).mp3,5.08,M
100 Danske Hits-cd-4/17. Peter Sommer - RÃ¸dt Kort (3;38).mp3,5.19,M
100 Danske Hits-cd-5/01. Gasolin' - RabalderstrÃ¦de (4;59).mp3,7.77,M
100 Danske Hits-cd-5/02. Nanna - Buster (3;36).mp3,5.07,M
100 Danske Hits-cd-5/03. Nikolaj & Piloterne - Du Kan SvÃ¦ve Rundt (4;00).mp3,5.78,M
100 Danske Hits-cd-5/04. Rasmus NÃ¸hr - Kyss Under Stjernerne (3;34).mp3,4.22,M
100 Danske Hits-cd-5/05. Sebastian - MÃ¥ske Ku' Vi (3;38).mp3,4.63,M
100 Danske Hits-cd-5/06. Kasper Winding - Kom Nu Hjem (3;07).mp3,4.19,M
100 Danske Hits-cd-5/07. Anne Linnet Og Marquis De Sade - Venus (4;04).mp3,6.28,M
100 Danske Hits-cd-5/08. Isam B - Institution (3;17).mp3,4.44,M
100 Danske Hits-cd-5/09. Big Fat Snake - She'll Come Back (3;58).mp3,4.96,M
100 Danske Hits-cd-5/10. Alberte - Lyse NÃ¦tter (3;52).mp3,5.56,M
100 Danske Hits-cd-5/11. James Sampson - Dream On (3;39).mp3,5.37,M
100 Danske Hits-cd-5/12. Henning StÃ¦rk - Whatever Gets You Thru The Night (3;28).mp3,5.44,M
100 Danske Hits-cd-5/13. Humeridderne - Humle Bringer Hyggen (3;54).mp3,5.72,M
100 Danske Hits-cd-5/14. Kaya - Stay (2;57).mp3,4.44,M
100 Danske Hits-cd-5/15. Angu - Red Lights (3;33).mp3,4.93,M
100 Danske Hits-cd-5/16. Kira & The Kindred Spirits - Losing You (5;11).mp3,7.19,M
100 Danske Hits-cd-5/17. Sanne Salomonsen - A Song For You (Live) (4;45).mp3,5.45,M
100 Danske Hits-cd-6/01. SÃ¸s Fenger - Kun Et Kys Herfra (4;06).mp3,4.85,M
100 Danske Hits-cd-6/02. Sanne Salomonsen - You've Never Been Loved Before (4;18).mp3,6.42,M
100 Danske Hits-cd-6/03. News - Alle Andre Si'r (4;56).mp3,7.69,M
100 Danske Hits-cd-6/04. Marie Frank - Drowning (Under The Water) (4;07).mp3,4.55,M
100 Danske Hits-cd-6/05. Peter Sommer - Valby Bakke (3;58).mp3,4.25,M
100 Danske Hits-cd-6/06. Nikolaj Christensen - Du StÃ¥r Stadig Der (3;09).mp3,4.7,M
100 Danske Hits-cd-6/07. Clemens - La' Dem HÃ¦nge (3;41).mp3,4.38,M
100 Danske Hits-cd-6/08. Mukupa - Raindance (3;44).mp3,5.63,M
100 Danske Hits-cd-6/09. The Loft - Kiss You Goodbye (3;37).mp3,5.21,M
100 Danske Hits-cd-6/10. Henning StÃ¦rk - Sweetheart (4;35).mp3,5.93,M
100 Danske Hits-cd-6/11. James Sampson - First To Let You Know (3;29).mp3,4.92,M
100 Danske Hits-cd-6/12. S.O.A.P. - Like A Stone In The Water (4;12).mp3,6.66,M
100 Danske Hits-cd-6/13. Backseat Boys - Hey Good Lookin' (4;58).mp3,7.52,M
100 Danske Hits-cd-6/14. Dieters Lieder - Dig Og Mig (4;18).mp3,6.57,M
100 Danske Hits-cd-6/15. Malk De Koijn - Vi Tager Fuglen PÃ¥ Dig (4;32).mp3,5.24,M
100 Danske Hits-cd-6/16. C.V. JÃ¸rgensen - Det Ganske Lille Band (3;16).mp3,4.88,M
100 Danske Hits-cd-6/17. Sort Sol - Let Your Fingers Do The Walking (4;40).mp3,6.31,M
100 Danske Hits.jpg,49.19,K
